Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,040913,2020,12,08,22.3,1,Y
IDCJAC0011,040913,2020,12,09,20.0,1,Y
IDCJAC0011,040913,2020,12,10,21.9,1,Y
IDCJAC0011,040913,2020,12,11,22.1,1,Y
IDCJAC0011,040913,2020,12,12,17.3,1,Y
IDCJAC0011,040913,2020,12,13,18.8,1,Y
IDCJAC0011,040913,2020,12,14,19.0,1,Y
IDCJAC0011,040913,2020,12,15,21.6,1,Y
IDCJAC0011,040913,2020,12,16,22.8,1,Y
IDCJAC0011,040913,2020,12,17,23.5,1,Y
IDCJAC0011,040913,2020,12,18,23.4,1,Y
IDCJAC0011,040913,2020,12,19,24.7,1,Y
IDCJAC0011,040913,2020,12,20,24.1,1,Y
IDCJAC0011,040913,2020,12,21,23.8,1,Y
IDCJAC0011,040913,2020,12,22,23.5,1,Y
IDCJAC0011,040913,2020,12,23,23.6,1,Y
IDCJAC0011,040913,2020,12,24,20.5,1,Y
IDCJAC0011,040913,2020,12,25,21.7,1,Y
IDCJAC0011,040913,2020,12,26,19.2,1,Y
IDCJAC0011,040913,2020,12,27,18.6,1,Y
IDCJAC0011,040913,2020,12,28,21.1,1,Y
IDCJAC0011,040913,2020,12,29,21.9,1,Y
IDCJAC0011,040913,2020,12,30,24.4,1,Y
IDCJAC0011,040913,2020,12,31,21.1,1,Y
