Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066214,2020,05,12,21.9,1,Y
IDCJAC0010,066214,2020,05,13,19.6,1,Y
IDCJAC0010,066214,2020,05,14,18.6,1,Y
IDCJAC0010,066214,2020,05,15,15.6,1,Y
IDCJAC0010,066214,2020,05,16,19.6,1,Y
IDCJAC0010,066214,2020,05,17,22.4,1,Y
IDCJAC0010,066214,2020,05,18,21.0,1,Y
IDCJAC0010,066214,2020,05,19,21.4,1,Y
IDCJAC0010,066214,2020,05,20,24.5,1,Y
IDCJAC0010,066214,2020,05,21,18.8,1,Y
IDCJAC0010,066214,2020,05,22,15.9,1,Y
IDCJAC0010,066214,2020,05,23,17.7,1,Y
IDCJAC0010,066214,2020,05,24,17.2,1,Y
IDCJAC0010,066214,2020,05,25,15.5,1,Y
IDCJAC0010,066214,2020,05,26,20.0,1,Y
IDCJAC0010,066214,2020,05,27,20.5,1,Y
IDCJAC0010,066214,2020,05,28,22.7,1,Y
IDCJAC0010,066214,2020,05,29,15.7,1,Y
IDCJAC0010,066214,2020,05,30,20.6,1,Y
IDCJAC0010,066214,2020,05,31,22.3,1,Y
IDCJAC0010,066214,2020,06,01,22.6,1,Y
IDCJAC0010,066214,2020,06,02,14.9,1,Y
IDCJAC0010,066214,2020,06,03,18.7,1,Y
IDCJAC0010,066214,2020,06,04,17.0,1,Y
IDCJAC0010,066214,2020,06,05,19.4,1,Y
IDCJAC0010,066214,2020,06,06,19.7,1,Y
IDCJAC0010,066214,2020,06,07,17.2,1,Y
IDCJAC0010,066214,2020,06,08,17.3,1,Y
IDCJAC0010,066214,2020,06,09,19.8,1,Y
IDCJAC0010,066214,2020,06,10,16.1,1,Y
IDCJAC0010,066214,2020,06,11,,,
IDCJAC0010,066214,2020,06,12,16.2,1,Y
IDCJAC0010,066214,2020,06,13,19.8,1,Y
IDCJAC0010,066214,2020,06,14,21.8,1,Y
IDCJAC0010,066214,2020,06,15,20.6,1,Y
IDCJAC0010,066214,2020,06,16,21.5,1,Y
IDCJAC0010,066214,2020,06,17,17.4,1,Y
IDCJAC0010,066214,2020,06,18,19.9,1,Y
IDCJAC0010,066214,2020,06,19,20.1,1,Y
IDCJAC0010,066214,2020,06,20,21.8,1,Y
IDCJAC0010,066214,2020,06,21,19.3,1,Y
IDCJAC0010,066214,2020,06,22,17.8,1,Y
IDCJAC0010,066214,2020,06,23,17.4,1,Y
IDCJAC0010,066214,2020,06,24,18.8,1,Y
IDCJAC0010,066214,2020,06,25,19.7,1,Y
IDCJAC0010,066214,2020,06,26,19.3,1,Y
IDCJAC0010,066214,2020,06,27,16.6,1,Y
IDCJAC0010,066214,2020,06,28,16.2,1,Y
IDCJAC0010,066214,2020,06,29,16.8,1,Y
IDCJAC0010,066214,2020,06,30,18.8,1,Y
IDCJAC0010,066214,2020,07,01,22.8,1,Y
IDCJAC0010,066214,2020,07,02,22.9,1,Y
IDCJAC0010,066214,2020,07,03,18.7,1,Y
IDCJAC0010,066214,2020,07,04,17.1,1,Y
IDCJAC0010,066214,2020,07,05,19.1,1,Y
IDCJAC0010,066214,2020,07,06,19.3,1,Y
IDCJAC0010,066214,2020,07,07,16.9,1,Y
IDCJAC0010,066214,2020,07,08,17.6,1,Y
IDCJAC0010,066214,2020,07,09,17.9,1,Y
IDCJAC0010,066214,2020,07,10,17.7,1,Y
IDCJAC0010,066214,2020,07,11,15.9,1,Y
IDCJAC0010,066214,2020,07,12,18.8,1,Y
IDCJAC0010,066214,2020,07,13,18.4,1,Y
IDCJAC0010,066214,2020,07,14,15.9,1,Y
IDCJAC0010,066214,2020,07,15,15.0,1,Y
IDCJAC0010,066214,2020,07,16,15.3,1,Y
IDCJAC0010,066214,2020,07,17,15.1,1,Y
IDCJAC0010,066214,2020,07,18,18.1,1,Y
IDCJAC0010,066214,2020,07,19,20.7,1,Y
IDCJAC0010,066214,2020,07,20,19.4,1,Y
IDCJAC0010,066214,2020,07,21,17.4,1,Y
IDCJAC0010,066214,2020,07,22,20.0,1,Y
IDCJAC0010,066214,2020,07,23,20.1,1,Y
IDCJAC0010,066214,2020,07,24,19.0,1,Y
IDCJAC0010,066214,2020,07,25,18.0,1,Y
IDCJAC0010,066214,2020,07,26,16.5,1,Y
IDCJAC0010,066214,2020,07,27,16.3,1,Y
IDCJAC0010,066214,2020,07,28,18.4,1,Y
IDCJAC0010,066214,2020,07,29,19.3,1,Y
IDCJAC0010,066214,2020,07,30,18.3,1,Y
