Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,009225,2020,09,11,19.8,1,Y
IDCJAC0010,009225,2020,09,12,20.2,1,Y
IDCJAC0010,009225,2020,09,13,24.1,1,Y
IDCJAC0010,009225,2020,09,14,26.9,1,Y
IDCJAC0010,009225,2020,09,15,26.9,1,Y
IDCJAC0010,009225,2020,09,16,20.9,1,Y
IDCJAC0010,009225,2020,09,17,20.4,1,Y
IDCJAC0010,009225,2020,09,18,22.7,1,Y
IDCJAC0010,009225,2020,09,19,18.1,1,Y
IDCJAC0010,009225,2020,09,20,16.9,1,Y
IDCJAC0010,009225,2020,09,21,18.4,1,Y
IDCJAC0010,009225,2020,09,22,20.3,1,Y
IDCJAC0010,009225,2020,09,23,26.5,1,Y
IDCJAC0010,009225,2020,09,24,30.0,1,Y
IDCJAC0010,009225,2020,09,25,24.5,1,Y
IDCJAC0010,009225,2020,09,26,22.9,1,Y
IDCJAC0010,009225,2020,09,27,21.0,1,Y
IDCJAC0010,009225,2020,09,28,21.1,1,Y
IDCJAC0010,009225,2020,09,29,20.5,1,Y
IDCJAC0010,009225,2020,09,30,21.7,1,Y
IDCJAC0010,009225,2020,10,01,21.6,1,Y
IDCJAC0010,009225,2020,10,02,16.7,1,Y
IDCJAC0010,009225,2020,10,03,17.6,1,Y
IDCJAC0010,009225,2020,10,04,20.4,1,Y
IDCJAC0010,009225,2020,10,05,20.7,1,Y
IDCJAC0010,009225,2020,10,06,22.2,1,Y
IDCJAC0010,009225,2020,10,07,23.2,1,Y
IDCJAC0010,009225,2020,10,08,21.8,1,Y
IDCJAC0010,009225,2020,10,09,23.1,1,Y
IDCJAC0010,009225,2020,10,10,22.6,1,Y
IDCJAC0010,009225,2020,10,11,24.9,1,Y
IDCJAC0010,009225,2020,10,12,28.2,1,Y
IDCJAC0010,009225,2020,10,13,30.2,1,Y
IDCJAC0010,009225,2020,10,14,23.2,1,Y
IDCJAC0010,009225,2020,10,15,22.5,1,Y
IDCJAC0010,009225,2020,10,16,24.6,1,Y
IDCJAC0010,009225,2020,10,17,27.2,1,Y
IDCJAC0010,009225,2020,10,18,30.0,1,Y
IDCJAC0010,009225,2020,10,19,28.6,1,Y
IDCJAC0010,009225,2020,10,20,25.4,1,Y
IDCJAC0010,009225,2020,10,21,25.3,1,Y
IDCJAC0010,009225,2020,10,22,23.2,1,Y
IDCJAC0010,009225,2020,10,23,25.9,1,Y
IDCJAC0010,009225,2020,10,24,30.0,1,Y
IDCJAC0010,009225,2020,10,25,34.9,1,Y
IDCJAC0010,009225,2020,10,26,26.5,1,Y
IDCJAC0010,009225,2020,10,27,24.5,1,Y
IDCJAC0010,009225,2020,10,28,25.1,1,Y
IDCJAC0010,009225,2020,10,29,31.6,1,Y
IDCJAC0010,009225,2020,10,30,36.6,1,Y
IDCJAC0010,009225,2020,10,31,25.3,1,Y
IDCJAC0010,009225,2020,11,01,18.4,1,Y
IDCJAC0010,009225,2020,11,02,22.2,1,Y
IDCJAC0010,009225,2020,11,03,22.8,1,Y
IDCJAC0010,009225,2020,11,04,25.9,1,Y
IDCJAC0010,009225,2020,11,05,30.5,1,Y
IDCJAC0010,009225,2020,11,06,29.2,1,Y
